m,se,region,glm,contrast,timepoint
0.00675549678327183,0.0118110513282628,DRN,GLM_04.1b,contr_1,-2
0.00582875978297404,0.0118683717597574,DRN,GLM_04.1b,contr_1,-1.9107142857142858
0.0049268222777383,0.0119182809962877,DRN,GLM_04.1b,contr_1,-1.8214285714285714
0.00407618996365277,0.0119632287584557,DRN,GLM_04.1b,contr_1,-1.7321428571428572
0.00329927133310016,0.012007030739584,DRN,GLM_04.1b,contr_1,-1.6428571428571428
0.00261498342074745,0.0120537813522997,DRN,GLM_04.1b,contr_1,-1.5535714285714286
0.00203118676846797,0.012109234270441799,DRN,GLM_04.1b,contr_1,-1.4642857142857144
0.00154679506306877,0.0121789538336104,DRN,GLM_04.1b,contr_1,-1.375
0.00116333687447505,0.012266865918136,DRN,GLM_04.1b,contr_1,-1.2857142857142858
8.75322469036902e-4,0.0123758461538209,DRN,GLM_04.1b,contr_1,-1.1964285714285714
6.74308571496616e-4,0.012507382123082,DRN,GLM_04.1b,contr_1,-1.1071428571428572
5.42574264402946e-4,0.0126603293208335,DRN,GLM_04.1b,contr_1,-1.0178571428571428
4.63896825092573e-4,0.0128323014265751,DRN,GLM_04.1b,contr_1,-0.9285714285714286
4.28156479301998e-4,0.0130207552090561,DRN,GLM_04.1b,contr_1,-0.8392857142857142
4.26254927655679e-4,0.0132231640071866,DRN,GLM_04.1b,contr_1,-0.75
4.51524938004135e-4,0.0134367011205759,DRN,GLM_04.1b,contr_1,-0.6607142857142858
4.93883861366977e-4,0.0136573719002501,DRN,GLM_04.1b,contr_1,-0.5714285714285716
5.43520657450612e-4,0.0138801112031767,DRN,GLM_04.1b,contr_1,-0.4821428571428572
5.91926008806384e-4,0.0141002027425294,DRN,GLM_04.1b,contr_1,-0.3928571428571428
6.32113948646093e-4,0.0143142449341077,DRN,GLM_04.1b,contr_1,-0.3035714285714284
6.59515335552568e-4,0.0145218207348068,DRN,GLM_04.1b,contr_1,-0.2142857142857142
6.61231238180499e-4,0.0147225279520085,DRN,GLM_04.1b,contr_1,-0.125
6.21222855402932e-4,0.0149153919020079,DRN,GLM_04.1b,contr_1,-0.03571428571428581
5.20307505494944e-4,0.0150981977902779,DRN,GLM_04.1b,contr_1,0.05357142857142838
3.43650340314384e-4,0.0152675601917963,DRN,GLM_04.1b,contr_1,0.1428571428571428
8.0665547560881e-5,0.0154196788303917,DRN,GLM_04.1b,contr_1,0.2321428571428572
-2.67429073486812e-4,0.0155515621591759,DRN,GLM_04.1b,contr_1,0.3214285714285716
-6.9271535170347e-4,0.0156611456988176,DRN,GLM_04.1b,contr_1,0.4107142857142856
-0.00118745815300846,0.0157475667976242,DRN,GLM_04.1b,contr_1,0.5
-0.00173494618733101,0.0158105484018601,DRN,GLM_04.1b,contr_1,0.5892857142857144
-0.00231810569362229,0.0158499334843661,DRN,GLM_04.1b,contr_1,0.6785714285714284
-0.00291454230955491,0.0158654048680698,DRN,GLM_04.1b,contr_1,0.7678571428571432
-0.00350167639779037,0.0158568341916376,DRN,GLM_04.1b,contr_1,0.8571428571428568
-0.00406208679280433,0.0158242752477952,DRN,GLM_04.1b,contr_1,0.9464285714285716
-0.00458277998151429,0.0157672621617078,DRN,GLM_04.1b,contr_1,1.0357142857142856
-0.00505332871746606,0.0156851464971686,DRN,GLM_04.1b,contr_1,1.125
-0.0054564459701551,0.0155775473616681,DRN,GLM_04.1b,contr_1,1.2142857142857144
-0.00577654779283727,0.0154465119322716,DRN,GLM_04.1b,contr_1,1.3035714285714284
-0.00600193576194643,0.015294778271588,DRN,GLM_04.1b,contr_1,1.3928571428571432
-0.00612435180982873,0.0151255796036056,DRN,GLM_04.1b,contr_1,1.4821428571428568
-0.00613863000654642,0.014942681613897,DRN,GLM_04.1b,contr_1,1.5714285714285716
-0.00603217555653687,0.0147503465974031,DRN,GLM_04.1b,contr_1,1.6607142857142856
-0.00578905771786349,0.014553690659964,DRN,GLM_04.1b,contr_1,1.75
-0.00539226316008096,0.0143592106435717,DRN,GLM_04.1b,contr_1,1.8392857142857144
-0.0048294259969323,0.0141747351592563,DRN,GLM_04.1b,contr_1,1.9285714285714284
-0.00409333735523794,0.0140079552525849,DRN,GLM_04.1b,contr_1,2.0178571428571432
-0.00318658635420127,0.0138650048887058,DRN,GLM_04.1b,contr_1,2.1071428571428568
-0.00211688021176052,0.013750234748675,DRN,GLM_04.1b,contr_1,2.196428571428571
-8.97998794509371e-4,0.0136651344890022,DRN,GLM_04.1b,contr_1,2.2857142857142856
4.47834043417931e-4,0.0136102673133732,DRN,GLM_04.1b,contr_1,2.375
0.00189799493358661,0.0135855125408636,DRN,GLM_04.1b,contr_1,2.4642857142857144
0.00342641038793118,0.0135878098547627,DRN,GLM_04.1b,contr_1,2.553571428571429
0.00500601943609334,0.013612713984776,DRN,GLM_04.1b,contr_1,2.6428571428571432
0.00661274519943807,0.0136548569228045,DRN,GLM_04.1b,contr_1,2.7321428571428568
0.00822834032106718,0.0137067020512844,DRN,GLM_04.1b,contr_1,2.821428571428571
0.00983594748484637,0.0137593397525966,DRN,GLM_04.1b,contr_1,2.9107142857142856
0.0114092688718438,0.0138026300917144,DRN,GLM_04.1b,contr_1,3
0.0129208403176116,0.0138278342159753,DRN,GLM_04.1b,contr_1,3.0892857142857135
0.0143455719092915,0.0138280997588762,DRN,GLM_04.1b,contr_1,3.178571428571429
0.0156602701318938,0.0137985612994488,DRN,GLM_04.1b,contr_1,3.2678571428571432
0.0168440133859547,0.0137367860886046,DRN,GLM_04.1b,contr_1,3.3571428571428568
0.0178692045492589,0.013641175009181,DRN,GLM_04.1b,contr_1,3.446428571428571
0.0187077312947699,0.0135123365654972,DRN,GLM_04.1b,contr_1,3.5357142857142865
0.0193349838381125,0.0133547799875614,DRN,GLM_04.1b,contr_1,3.625
0.0197294704889867,0.0131762487597505,DRN,GLM_04.1b,contr_1,3.7142857142857135
0.0198740361549669,0.0129866832576229,DRN,GLM_04.1b,contr_1,3.803571428571429
0.0197575867546411,0.0127979405088534,DRN,GLM_04.1b,contr_1,3.8928571428571432
0.0193750907059667,0.0126225958794248,DRN,GLM_04.1b,contr_1,3.9821428571428568
0.0187357644907106,0.0124722448888619,DRN,GLM_04.1b,contr_1,4.071428571428571
0.0178572100487112,0.0123550095213872,DRN,GLM_04.1b,contr_1,4.1607142857142865
0.016760057071719,0.0122771119686378,DRN,GLM_04.1b,contr_1,4.25
0.0154692858477894,0.0122429084716127,DRN,GLM_04.1b,contr_1,4.3392857142857135
0.0140099842142681,0.0122530838334773,DRN,GLM_04.1b,contr_1,4.428571428571429
0.0124053793188733,0.0123052008916672,DRN,GLM_04.1b,contr_1,4.517857142857143
0.0106736200243695,0.0123948440293422,DRN,GLM_04.1b,contr_1,4.607142857142857
0.00883132085986794,0.0125155418789283,DRN,GLM_04.1b,contr_1,4.696428571428571
0.00690334078553746,0.0126590029732752,DRN,GLM_04.1b,contr_1,4.7857142857142865
0.00492132111395299,0.0128147355351054,DRN,GLM_04.1b,contr_1,4.875
0.00292096741251252,0.0129722676402145,DRN,GLM_04.1b,contr_1,4.9642857142857135
9.38548700707084e-4,0.0131205465008617,DRN,GLM_04.1b,contr_1,5.053571428571429
-9.91638366566766e-4,0.0132490936065328,DRN,GLM_04.1b,contr_1,5.142857142857143
-0.00282864753297276,0.0133503840926053,DRN,GLM_04.1b,contr_1,5.232142857142857
-0.00453286530913933,0.0134192063360304,DRN,GLM_04.1b,contr_1,5.321428571428571
-0.00607217975964941,0.0134520405445847,DRN,GLM_04.1b,contr_1,5.4107142857142865
-0.00741591410924197,0.0134486139839657,DRN,GLM_04.1b,contr_1,5.5
-0.00853539848893092,0.0134116931844392,DRN,GLM_04.1b,contr_1,5.5892857142857135
-0.00940408380055943,0.0133457249043788,DRN,GLM_04.1b,contr_1,5.678571428571429
-0.0100016608420954,0.0132579727636327,DRN,GLM_04.1b,contr_1,5.767857142857143
-0.0103247728365278,0.0131571233398603,DRN,GLM_04.1b,contr_1,5.857142857142857
-0.010377388615259,0.013053517885062,DRN,GLM_04.1b,contr_1,5.946428571428571
-0.0101694047269549,0.0129575560607376,DRN,GLM_04.1b,contr_1,6.0357142857142865
-0.00971658432178566,0.0128790532554261,DRN,GLM_04.1b,contr_1,6.125
-0.00903383319846115,0.0128265256092318,DRN,GLM_04.1b,contr_1,6.2142857142857135
-0.00813414240170551,0.0128077519795325,DRN,GLM_04.1b,contr_1,6.303571428571429
-0.00702806978401488,0.0128292533579241,DRN,GLM_04.1b,contr_1,6.392857142857142
-0.00572362732790569,0.0128950450453687,DRN,GLM_04.1b,contr_1,6.482142857142858
-0.0042327905147565,0.0130064508740228,DRN,GLM_04.1b,contr_1,6.571428571428571
-0.00257821694215738,0.0131623110453829,DRN,GLM_04.1b,contr_1,6.6607142857142865
-7.91895452530652e-4,0.0133585553706408,DRN,GLM_04.1b,contr_1,6.75
0.00109191233863724,0.0135883350785618,DRN,GLM_04.1b,contr_1,6.8392857142857135
0.0030408866823805,0.013840819153374,DRN,GLM_04.1b,contr_1,6.928571428571429
0.005015649634718,0.0141041307243476,DRN,GLM_04.1b,contr_1,7.017857142857142
0.00697805407876212,0.0143673191904943,DRN,GLM_04.1b,contr_1,7.107142857142858
0.00889951841721814,0.0146210834406976,DRN,GLM_04.1b,contr_1,7.196428571428571
0.0107531815883956,0.0148560906076035,DRN,GLM_04.1b,contr_1,7.2857142857142865
0.0125130887598219,0.0150639416191749,DRN,GLM_04.1b,contr_1,7.375
0.0141531694293014,0.0152386056776306,DRN,GLM_04.1b,contr_1,7.4642857142857135
0.0156506734110532,0.0153751424832502,DRN,GLM_04.1b,contr_1,7.553571428571429
0.0169941265059127,0.0154716812131037,DRN,GLM_04.1b,contr_1,7.642857142857142
0.0181744603343455,0.0155286159340393,DRN,GLM_04.1b,contr_1,7.732142857142858
0.0191891045404772,0.0155477492256924,DRN,GLM_04.1b,contr_1,7.821428571428571
0.0200418497439283,0.0155315606086516,DRN,GLM_04.1b,contr_1,7.9107142857142865
0.0207357666128081,0.015483125482216,DRN,GLM_04.1b,contr_1,8
